StudentID,LastName,FirstName,CumGPA,BcpmGPA,MMICalc,RosterYear,GraduationYear,Graduated,GraduationLength,Status
713,,,3.79,,0.91,2017,2021,True,4.0,Grad
869,,,3.46,,0.93,2017,2021,True,4.0,Grad
510,,,3.23,,0.86,2017,2021,True,4.0,Grad
200,,,2.69,,0.75,2017,2021,True,4.0,Grad
492,,,3.62,,0.83,2017,2021,True,4.0,Grad
610,,,3.99,,0.85,2017,2021,True,4.0,Grad
753,,,3.42,,0.73,2017,2021,True,4.0,Grad
261,,,3.92,,0.84,2017,2021,True,4.0,Grad
309,,,3.95,,0.79,2017,,False,,Drop
183,,,3.91,,0.7,2017,2021,True,4.0,Grad
575,,,3.67,,0.87,2018,2022,True,4.0,Grad
775,,,3.7,,0.89,2018,2022,True,4.0,Grad
636,,,3.7,,0.74,2018,2022,True,4.0,Grad
885,,,3.88,,0.92,2018,2022,True,4.0,Grad
620,,,4.0,,0.7,2018,2022,True,4.0,Grad
788,,,3.78,,0.76,2018,,False,,Delayed
346,,,3.59,,0.83,2018,2023,True,5.0,Grad Delayed
394,,,3.93,,0.83,2018,2022,True,4.0,Grad
251,,,3.86,,0.76,2018,2022,True,4.0,Grad
842,,,4.0,,0.78,2018,,False,,Drop
369,,,3.85,,0.86,2018,2022,True,4.0,Grad
279,,,3.69,,0.84,2018,2022,True,4.0,Grad
803,,,3.98,,0.89,2018,2022,True,4.0,Grad
649,,,3.98,,0.81,2018,2022,True,4.0,Grad
740,,,3.6,,0.78,2018,2022,True,4.0,Grad
301,,,3.21,,0.72,2018,2022,True,4.0,Grad
303,,,3.13,,0.83,2018,2022,True,4.0,Grad
647,,,3.92,,0.84,2018,2022,True,4.0,Grad
536,,,3.68,,0.95,2018,2022,True,4.0,Grad
132,,,3.55,,0.79,2018,2022,True,4.0,Grad
306,,,3.67,,0.79,2018,,False,,Drop
244,,,4.0,,0.73,2018,2022,True,4.0,Grad
624,,,3.62,,0.78,2018,2022,True,4.0,Grad
756,,,3.81,,0.72,2018,2022,True,4.0,Grad
500,,,3.7,,0.85,2018,2022,True,4.0,Grad
208,,,4.0,,0.87,2018,2023,True,5.0,Grad Delayed
556,,,3.69,,0.9,2018,2022,True,4.0,Grad
338,,,3.88,,0.84,2018,2022,True,4.0,Grad
737,,,3.59,,0.71,2018,2022,True,4.0,Grad
387,,,3.01,,0.88,2018,2022,True,4.0,Grad
398,,,2.95,,0.78,2018,2022,True,4.0,Grad
580,,,3.84,,0.73,2018,2022,True,4.0,Grad
834,,,3.66,,0.86,2018,2022,True,4.0,Grad
189,,,3.87,,0.8,2018,2022,True,4.0,Grad
681,,,3.96,,0.9,2018,2022,True,4.0,Grad
403,,,3.76,,0.77,2018,2022,True,4.0,Grad
688,,,3.72,,0.88,2018,2023,True,5.0,Grad Delayed
281,,,3.76,,0.8,2018,2022,True,4.0,Grad
257,,,3.69,,0.84,2018,2022,True,4.0,Grad
702,,,3.19,,0.73,2018,,False,,Drop
933,,,3.56,,0.82,2018,2022,True,4.0,Grad
374,,,3.78,,0.74,2018,2022,True,4.0,Grad
557,,,2.75,,,2018,2022,True,4.0,Grad
917,,,3.48,,0.8,2018,2022,True,4.0,Grad
792,,,3.61,,0.87,2018,2022,True,4.0,Grad
668,,,3.89,,0.86,2018,2022,True,4.0,Grad
162,,,3.99,,0.79,2018,2022,True,4.0,Grad
224,,,3.84,,0.7,2018,2022,True,4.0,Grad
924,,,2.97,,0.92,2018,2022,True,4.0,Grad
843,,,3.74,,0.84,2018,2022,True,4.0,Grad
637,,,3.33,,0.9,2018,2022,True,4.0,Grad
160,,,2.71,,0.74,2018,2023,True,5.0,Grad Delayed (enrich)
801,,,3.81,,0.83,2018,2022,True,4.0,Grad
159,,,3.81,,0.86,2018,2022,True,4.0,Grad
613,,,3.85,,0.82,2018,,False,,Drop
205,,,4.0,,0.77,2018,2022,True,4.0,Grad
100,,,3.74,,0.86,2018,2022,True,4.0,Grad
785,,,3.98,,,2018,2022,True,4.0,Grad
474,,,3.87,,0.86,2018,2022,True,4.0,Grad
547,,,3.76,,0.89,2018,2022,True,4.0,Grad
354,,,3.73,,0.68,2018,2022,True,4.0,Grad
596,,,3.07,,0.95,2018,2022,True,4.0,Grad
249,,,2.98,,0.78,2018,2022,True,4.0,Grad
755,,,3.78,,0.9,2018,2022,True,4.0,Grad
903,,,3.3,,0.86,2018,2022,True,4.0,Grad
846,,,3.08,,0.72,2018,2022,True,4.0,Grad
223,,,2.39,,0.87,2018,2022,True,4.0,Grad
746,,,3.77,,0.9,2018,2023,True,5.0,Grad Delayed
517,,,3.56,,0.81,2018,,False,,Delayed (enrich)
920,,,3.74,,0.74,2018,2022,True,4.0,Grad
893,,,3.74,,,2019,2023,True,4.0,Grad
618,,,3.79,,0.76,2019,2023,True,4.0,Grad
459,,,4.0,,,2019,2023,True,4.0,Grad
900,,,3.91,,0.75,2019,2023,True,4.0,Grad
397,,,3.75,,,2019,2023,True,4.0,Grad
272,,,3.84,,0.76,2019,2023,True,4.0,Grad
774,,,3.69,,0.79,2019,2023,True,4.0,Grad
378,,,3.32,,,2019,,False,,Delayed
864,,,3.83,,0.8,2019,2023,True,4.0,Grad
804,,,3.91,,,2019,2023,True,4.0,Grad
538,,,3.47,,0.66,2019,2023,True,4.0,Grad
366,,,3.82,,0.85,2019,,False,,Drop
728,,,3.48,,0.88,2019,2023,True,4.0,Grad
595,,,3.39,,0.78,2019,2023,True,4.0,Grad
155,,,4.0,,0.8,2019,2023,True,4.0,Grad
616,,,2.71,,0.73,2019,2023,True,4.0,Grad
863,,,3.42,,0.86,2019,,False,,Delayed (enrich)
313,,,3.77,,,2019,2023,True,4.0,Grad
502,,,3.33,,,2019,2023,True,4.0,Grad
222,,,3.95,,0.89,2019,2023,True,4.0,Grad
393,,,3.49,,,2019,2023,True,4.0,Grad
931,,,2.73,,0.92,2019,2023,True,4.0,Grad
874,,,3.37,,0.94,2019,2023,True,4.0,Grad
898,,,3.57,,,2019,,False,,Drop
198,,,4.0,,,2019,2023,True,4.0,Grad
426,,,3.94,,,2019,2023,True,4.0,Grad
127,,,4.0,,0.8,2019,2023,True,4.0,Grad
130,,,3.33,,,2019,,False,,Delayed
727,,,3.3,,,2019,2023,True,4.0,Grad
419,,,3.01,,0.87,2019,,False,,Delayed
402,,,3.02,,0.86,2019,2023,True,4.0,Grad
708,,,3.86,,,2019,2023,True,4.0,Grad
854,,,4.0,,0.85,2019,2023,True,4.0,Grad
195,,,3.49,,,2019,,False,,Delayed (enrich)
157,,,3.89,,,2019,2023,True,4.0,Grad
778,,,4.0,,0.72,2019,2023,True,4.0,Grad
760,,,3.51,,,2019,2023,True,4.0,Grad
415,,,2.9,,0.74,2019,2023,True,4.0,Grad
323,,,3.05,,0.89,2019,2023,True,4.0,Grad
896,,,3.75,,0.85,2019,2023,True,4.0,Grad
109,,,3.68,,0.69,2019,2023,True,4.0,Grad
798,,,3.19,,,2019,,False,,Delayed
377,,,3.96,,,2019,2023,True,4.0,Grad
180,,,3.63,,,2019,2023,True,4.0,Grad
112,,,3.44,,,2019,2023,True,4.0,Grad
227,,,3.75,,0.86,2019,2023,True,4.0,Grad
867,,,3.75,,0.76,2019,2023,True,4.0,Grad
494,,,4.0,,0.73,2019,2023,True,4.0,Grad
601,,,3.5,,0.7,2019,,False,,Delayed
156,,,3.47,,0.67,2019,,False,,Delayed (enrich)
704,,,3.96,,0.72,2019,2023,True,4.0,Grad
793,,,3.86,,,2019,,False,,Drop
171,,,3.57,,0.85,2019,,False,,Delayed (enrich)
275,,,3.22,,0.73,2019,2023,True,4.0,Grad
305,,,3.59,,,2019,2023,True,4.0,Grad
719,,,3.89,,0.88,2019,2023,True,4.0,Grad
780,,,3.73,,0.73,2019,,False,,Drop
447,,,3.94,,0.69,2019,,False,,Delayed (enrich)
859,,,3.98,,0.71,2019,,False,,Delayed (enrich)
860,,,3.06,,0.66,2019,2023,True,4.0,Grad
484,,,3.51,,0.73,2019,2023,True,4.0,Grad
586,,,3.64,,0.69,2019,2023,True,4.0,Grad
897,,,3.97,,0.67,2019,2023,True,4.0,Grad
503,,,3.91,,,2019,,False,,Delayed
423,,,3.79,,,2019,,False,,Drop
812,,,3.94,,0.69,2019,2023,True,4.0,Grad
263,,,3.88,,0.71,2019,2023,True,4.0,Grad
300,,,2.8,,,2019,,False,,Delayed
234,,,3.22,,0.71,2020,,False,,On-time
630,,,3.85,,0.83,2020,,False,,On-time
167,,,4.0,,0.84,2020,,False,,On-time
144,,,3.07,,0.89,2020,,False,,Drop
384,,,3.17,,,2020,,False,,On-time
816,,,3.99,,0.74,2020,,False,,On-time
654,,,3.41,,0.79,2020,,False,,On-time
581,,,4.0,,0.75,2020,,False,,On-time
655,,,4.0,,0.83,2020,,False,,On-time
232,,,3.91,,0.8,2020,,False,,On-time
514,,,3.19,,,2020,,False,,Delayed (enrich)
333,,,3.79,,0.89,2020,,False,,On-time
233,,,3.8,,0.79,2020,,False,,On-time
665,,,3.44,,0.74,2020,,False,,On-time
329,,,3.02,,0.87,2020,,False,,On-time
629,,,4.0,,0.69,2020,,False,,On-time
593,,,3.73,,0.79,2020,,False,,Delayed (enrich)
673,,,3.55,,0.95,2020,,False,,On-time
794,,,3.92,,0.84,2020,,False,,On-time
685,,,3.88,,0.79,2020,,False,,On-time
735,,,3.86,,0.95,2020,,False,,On-time
395,,,3.2,,,2020,,False,,On-time
928,,,3.98,,0.84,2020,,False,,On-time
699,,,3.85,,0.85,2020,,False,,On-time
296,,,3.87,,0.74,2020,,False,,On-time
827,,,3.76,,0.68,2020,,False,,On-time
312,,,3.76,,0.68,2020,,False,,On-time
485,,,3.89,,0.69,2020,,False,,On-time
455,,,4.0,,0.81,2020,,False,,Delayed (enrich)
151,,,3.8,,0.82,2020,,False,,Delayed 
667,,,3.26,,,2020,,False,,On-time
467,,,3.81,,0.77,2020,,False,,On-time
516,,,3.73,,0.79,2020,,False,,On-time
381,,,3.25,,0.76,2020,,False,,On-time
360,,,3.52,,0.74,2020,,False,,On-time
676,,,4.0,,0.87,2020,,False,,On-time
802,,,3.44,,0.79,2020,,False,,On-time
181,,,4.0,,0.81,2020,,False,,On-time
646,,,3.02,,0.79,2020,,False,,On-time
551,,,3.68,,0.82,2020,,False,,On-time
865,,,3.93,,0.81,2020,,False,,On-time
304,,,3.85,,0.82,2020,,False,,On-time
149,,,2.71,,0.84,2020,,False,,On-time
457,,,3.8,,0.81,2020,,False,,Delayed
439,,,3.9,,0.65,2020,,False,,On-time
762,,,2.67,,0.84,2020,,False,,On-time
476,,,3.6,,0.76,2020,,False,,On-time
140,,,2.84,,,2020,,False,,Delayed (enrich)
527,,,3.81,,0.84,2020,,False,,On-time
614,,,3.05,,0.89,2020,,False,,On-time
336,,,3.99,,0.91,2020,,False,,On-time
723,,,3.97,,0.84,2020,,False,,On-time
450,,,3.96,,0.91,2020,,False,,On-time
619,,,3.33,,0.83,2020,,False,,On-time
365,,,3.98,,0.83,2020,,False,,On-time
236,,,3.89,,0.73,2020,,False,,On-time
855,,,4.0,,0.69,2020,,False,,On-time
739,,,3.7,,0.89,2020,,False,,On-time
471,,,3.4,,0.8,2020,,False,,On-time
442,,,3.29,,0.88,2020,,False,,On-time
135,,,3.58,,0.79,2020,,False,,On-time
823,,,3.26,,0.77,2020,,False,,On-time
325,,,2.73,,0.79,2020,,False,,Delayed (enrich)
295,,,3.98,,0.79,2020,,False,,On-time
238,,,4.0,,0.79,2020,,False,,On-time
722,,,4.0,,0.81,2020,,False,,On-time
178,,,3.35,,0.79,2020,,False,,On-time
626,,,3.8,,0.74,2020,,False,,On-time
235,,,3.32,,0.75,2020,,False,,On-time
884,,,3.96,,0.75,2020,,False,,On-time
427,,,3.66,,0.83,2021,,False,,On-time
712,,,3.34,,0.75,2021,,False,,On-time
448,,,3.87,,0.79,2021,,False,,On-time
469,,,3.61,,0.83,2021,,False,,On-time
835,,,2.84,,0.75,2021,,False,,On-time
631,,,3.75,,0.63,2021,,False,,On-time
331,,,3.79,,0.75,2021,,False,,On-time
546,,,4.0,,0.83,2021,,False,,On-time
322,,,3.94,,0.92,2021,,False,,On-time
830,,,3.27,,0.88,2021,,False,,On-time
934,,,3.47,,0.88,2021,,False,,On-time
299,,,3.95,,0.71,2021,,False,,On-time
809,,,3.36,,0.79,2021,,False,,On-time
672,,,2.43,,0.75,2021,,False,,Delayed (enrich)
579,,,3.81,,0.75,2021,,False,,Delayed
349,,,3.57,,0.75,2021,,False,,Drop
340,,,3.24,,0.79,2021,,False,,On-time
657,,,3.81,,0.75,2021,,False,,On-time
628,,,2.7,,0.71,2021,,False,,On-time
582,,,3.73,,0.67,2021,,False,,Delayed 
302,,,3.11,,0.92,2021,,False,,On-time
431,,,3.23,,0.79,2021,,False,,On-time
695,,,3.1,,1.0,2021,,False,,On-time
545,,,3.85,,0.75,2021,,False,,On-time
691,,,3.71,,0.75,2021,,False,,On-time
650,,,3.97,,0.67,2021,,False,,On-time
220,,,4.0,,0.71,2021,,False,,On-time
841,,,3.46,,0.88,2021,,False,,On-time
258,,,3.96,,0.67,2021,,False,,On-time
828,,,3.79,,0.83,2021,,False,,Delayed
372,,,3.18,,0.83,2021,,False,,On-time
573,,,3.35,,0.92,2021,,False,,On-time
192,,,2.52,,0.96,2021,,False,,On-time
480,,,3.43,,0.75,2021,,False,,Delayed
662,,,3.88,,0.75,2021,,False,,On-time
356,,,3.31,,0.75,2021,,False,,On-time
923,,,3.64,,0.92,2021,,False,,On-time
454,,,3.66,,0.71,2021,,False,,On-time
600,,,3.76,,0.92,2021,,False,,On-time
743,,,3.89,,0.92,2021,,False,,On-time
418,,,3.93,,0.75,2021,,False,,Delayed
204,,,3.67,,0.88,2021,,False,,On-time
932,,,3.2,,0.75,2021,,False,,On-time
250,,,3.64,,0.75,2021,,False,,On-time
425,,,3.24,,0.75,2021,,False,,On-time
328,,,3.87,,0.79,2021,,False,,On-time
844,,,3.61,,0.54,2021,,False,,On-time
505,,,3.98,,0.88,2021,,False,,On-time
353,,,3.99,,0.88,2021,,False,,On-time
124,,,3.67,,0.92,2021,,False,,Delayed
862,,,3.04,,0.79,2021,,False,,Delayed
524,,,3.6,,0.92,2021,,False,,On-time
131,,,3.75,,0.67,2021,,False,,On-time
153,,,2.97,,0.71,2021,,False,,Delayed
118,,,3.59,,0.83,2021,,False,,On-time
337,,,3.77,,0.83,2021,,False,,On-time
729,,,3.88,,0.92,2021,,False,,On-time
330,,,3.55,,0.75,2021,,False,,On-time
196,,,3.4,,0.83,2021,,False,,On-time
879,,,3.05,,0.75,2021,,False,,On-time
653,,,3.96,,0.67,2021,,False,,Delayed (enrich)
243,,,2.88,,0.71,2021,,False,,On-time
141,,,3.58,,0.79,2021,,False,,On-time
479,,,3.29,,0.88,2021,,False,,On-time
851,,,2.87,,0.96,2021,,False,,Delayed
916,,,2.95,,0.96,2021,,False,,Delayed (enrich)
848,,,4.0,,0.83,2021,,False,,On-time
184,,,3.67,,0.71,2021,,False,,On-time
114,,,3.12,,0.83,2021,,False,,On-time
341,,,3.76,,0.79,2021,,False,,Delayed
530,,,3.32,,0.74,2022,,False,,On-time
421,,,2.91,,0.71,2022,,False,,Delayed
684,,,3.09,,0.74,2022,,False,,On-time
870,,,3.47,,0.69,2022,,False,,On-time
821,,,4.0,,0.61,2022,,False,,On-time
357,,,3.14,,0.81,2022,,False,,On-time
260,,,3.56,,0.77,2022,,False,,On-time
203,,,3.92,,0.71,2022,,False,,On-time
592,,,4.0,,0.74,2022,,False,,On-time
286,,,3.79,,0.73,2022,,False,,On-time
350,,,3.97,,0.76,2022,,False,,On-time
635,,,3.68,,0.6,2022,,False,,On-time
764,,,3.75,,0.74,2022,,False,,On-time
840,,,3.73,,0.74,2022,,False,,Delayed
697,,,3.91,,0.89,2022,,False,,On-time
179,,,2.99,,0.41,2022,,False,,On-time
789,,,2.94,,0.76,2022,,False,,On-time
605,,,3.95,,0.6,2022,,False,,Delayed
814,,,3.66,,0.5,2022,,False,,On-time
632,,,3.82,,0.87,2022,,False,,On-time
473,,,3.32,,0.86,2022,,False,,On-time
706,,,2.98,,0.71,2022,,False,,Delayed
433,,,3.8,,0.89,2022,,False,,On-time
754,,,3.6,,0.6,2022,,False,,On-time
470,,,3.85,,0.74,2022,,False,,On-time
277,,,4.0,,0.7,2022,,False,,On-time
496,,,3.69,,0.74,2022,,False,,On-time
819,,,3.61,,0.63,2022,,False,,On-time
533,,,4.0,,0.7,2022,,False,,On-time
445,,,3.87,,0.66,2022,,False,,On-time
154,,,2.67,,0.74,2022,,False,,On-time
906,,,3.38,,0.83,2022,,False,,On-time
432,,,3.44,,0.56,2022,,False,,On-time
310,,,2.56,,0.56,2022,,False,,On-time
315,,,3.87,,0.71,2022,,False,,On-time
486,,,3.54,,0.81,2022,,False,,On-time
363,,,3.95,,0.76,2022,,False,,On-time
342,,,3.17,,0.81,2022,,False,,On-time
698,,,4.0,,0.67,2022,,False,,On-time
237,,,3.06,,0.61,2022,,False,,On-time
675,,,2.89,,0.76,2022,,False,,On-time
430,,,3.82,,0.64,2022,,False,,On-time
509,,,3.72,,0.76,2022,,False,,On-time
443,,,3.47,,0.8,2022,,False,,On-time
583,,,3.81,,0.73,2022,,False,,On-time
150,,,3.83,,0.9,2022,,False,,Delayed
128,,,3.4,,0.77,2022,,False,,On-time
644,,,3.18,,0.84,2022,,False,,On-time
806,,,3.87,,0.76,2022,,False,,On-time
409,,,3.12,,0.66,2022,,False,,On-time
197,,,3.41,,0.64,2022,,False,,On-time
231,,,3.84,,0.84,2022,,False,,On-time
173,,,2.46,,0.73,2022,,False,,On-time
174,,,3.7,,0.7,2022,,False,,On-time
768,,,3.38,,0.66,2022,,False,,On-time
682,,,3.98,,0.79,2022,,False,,On-time
273,,,4.0,,0.64,2022,,False,,On-time
147,,,3.79,,0.74,2022,,False,,On-time
126,,,3.85,,0.63,2022,,False,,On-time
889,,,3.52,,0.69,2022,,False,,On-time
185,,,3.98,,0.66,2022,,False,,On-time
910,,,2.68,,0.66,2022,,False,,On-time
562,,,3.74,,0.79,2022,,False,,On-time
552,,,3.73,,0.83,2022,,False,,On-time
269,,,3.9,,0.69,2022,,False,,On-time
507,,,3.98,,0.71,2022,,False,,On-time
891,,,3.57,,0.71,2022,,False,,On-time
549,,,3.52,,0.64,2022,,False,,On-time
913,,,3.27,,0.79,2022,,False,,On-time
407,,,3.53,,,2023,,False,,On-time
191,,,3.1,,,2023,,False,,On-time
408,,,3.71,,,2023,,False,,On-time
416,,,3.97,,,2023,,False,,On-time
176,,,3.4,,,2023,,False,,On-time
886,,,2.99,,,2023,,False,,On-time
921,,,3.76,,,2023,,False,,On-time
523,,,3.74,,,2023,,False,,On-time
663,,,3.57,,,2023,,False,,On-time
164,,,3.56,,,2023,,False,,On-time
894,,,3.77,,,2023,,False,,On-time
274,,,3.74,,,2023,,False,,On-time
678,,,3.64,,,2023,,False,,On-time
558,,,3.19,,,2023,,False,,On-time
833,,,3.81,,,2023,,False,,On-time
824,,,3.73,,,2023,,False,,On-time
761,,,3.94,,,2023,,False,,On-time
116,,,3.48,,,2023,,False,,On-time
311,,,3.06,,,2023,,False,,On-time
424,,,3.72,,,2023,,False,,On-time
664,,,3.0,,,2023,,False,,On-time
475,,,3.82,,,2023,,False,,On-time
152,,,3.81,,,2023,,False,,On-time
240,,,3.73,,,2023,,False,,On-time
757,,,3.14,,,2023,,False,,On-time
401,,,4.0,,,2023,,False,,On-time
905,,,3.93,,,2023,,False,,On-time
599,,,3.82,,,2023,,False,,On-time
741,,,3.43,,,2023,,False,,On-time
724,,,3.69,,,2023,,False,,On-time
412,,,3.64,,,2023,,False,,On-time
642,,,3.85,,,2023,,False,,On-time
259,,,3.35,,,2023,,False,,On-time
608,,,3.67,,,2023,,False,,On-time
121,,,3.07,,,2023,,False,,On-time
927,,,3.8,,,2023,,False,,On-time
710,,,4.0,,,2023,,False,,On-time
808,,,3.33,,,2023,,False,,On-time
217,,,3.69,,,2023,,False,,On-time
578,,,3.65,,,2023,,False,,On-time
218,,,3.21,,,2023,,False,,On-time
389,,,3.75,,,2023,,False,,On-time
435,,,2.67,,,2023,,False,,On-time
449,,,3.71,,,2023,,False,,On-time
211,,,3.89,,,2023,,False,,On-time
853,,,4.0,,,2023,,False,,On-time
541,,,3.91,,,2023,,False,,On-time
659,,,3.33,,,2023,,False,,On-time
588,,,4.0,,,2023,,False,,On-time
453,,,3.0,,,2023,,False,,On-time
731,,,3.84,,,2023,,False,,On-time
375,,,3.38,,,2023,,False,,On-time
145,,,2.93,,,2023,,False,,On-time
138,,,3.2,,,2023,,False,,On-time
771,,,4.0,,,2023,,False,,On-time
591,,,3.99,,,2023,,False,,On-time
730,,,3.02,,,2023,,False,,On-time
117,,,3.2,,,2023,,False,,On-time
877,,,3.68,,,2023,,False,,On-time
528,,,3.92,,,2023,,False,,On-time
399,,,3.08,,,2023,,False,,On-time
820,,,3.73,,,2023,,False,,On-time
930,,,3.94,,,2023,,False,,On-time
194,,,4.0,,,2023,,False,,On-time
852,,,3.5,,,2023,,False,,On-time
587,,,3.4,,,2023,,False,,On-time
290,,,3.69,,,2023,,False,,On-time
420,,,3.3,,,2023,,False,,On-time
914,,,3.89,,,2023,,False,,On-time
134,,,3.85,,,2023,,False,,On-time
298,,,3.58,,0.83,2022,,False,,On-time
